New Zoning,Old Zoning,New maximum residency,Old maximum residency,New maximum sqft.,Old maximum sqft.,Distance to Closest Rapid Transit (meters)
CMX-2,C2 COM1,9.4,9.4,3828.489140216283,3828.489140216283,239.98733089393076
CMX-2,C2 COM1,51.7,51.7,23230.612294388255,23230.612294388255,183.6903415523129
CMX-2,C2 COM1,44.65,44.65,19955.629683156065,19955.629683156065,227.07827250859643
CMX-2,C2 COM1,39.95,39.95,17035.66620373405,17035.66620373405,144.04148256293269
RM-1,R10 RES3,242.05,244.4,108402.28796709946,109796.03166953361,2102.3310506483786
ICMX,L4 IND1,282.0,282.0,126849.06579345386,126849.06579345386,474.9868470604537
RM-1,R10 RES3,293.75,298.45,131938.80549351266,133635.16156414355,2200.808865493991
I-2,G2 IND3,0.0,0.0,861884.112062865,861884.112062865,1825.8221715721088
RM-1,R10 RES3,37.6,37.6,16231.839377041117,16440.534454745935,581.7175052944494
RSA-5,R10 RES3,152.75,448.85,201107.13691761286,201107.13691761286,1281.5843876783272
I-2,G2 IND3,0.0,0.0,258777.88870657128,258777.88870657128,993.3061183034737
RSA-5,R10A RES2,51.7,51.7,69152.96881193045,69152.96881193045,2086.4056704788227
RSA-5,R10A RES2,9.4,9.4,14757.553785486032,14757.553785486032,987.9619825246006
RM-1,R9 RES3,357.2,361.90000000000003,160307.05354230327,162368.14423070435,2267.9067623989968
I-2,G2 IND3,0.0,0.0,44027.84580848959,44027.84580848959,1744.28586323355
RM-1,R10 RES3,477.05,484.1,214195.3520032294,216949.29224327096,420.878048702195
CMX-1,C1 COM1,2.35,2.35,2962.651000157146,2962.651000157146,201.7852861697187
RM-1,R10 RES3,35.25,37.6,15686.455580072638,15888.13858038786,1132.4009366053729
RM-1,R10 RES3,37.6,37.6,16080.312527224982,16287.059402575018,1091.4337972679925
RSA-5,R10A RES2,61.1,61.1,80998.60332826595,80998.60332826595,992.6602195919531
RSA-5,R10A RES2,70.5,70.5,94280.56480737653,94280.56480737653,871.3411795043081
CMX-1,C1 COM1,108.10000000000001,108.10000000000001,159092.79008853916,159092.79008853916,2130.299478733601
RSA-2,R4 RES2,86.95,86.95,141906.29506598855,141906.29506598855,7267.9258092602295
RSA-2,R4 RES2,131.6,131.6,215265.2918351167,215265.2918351167,6178.4628849566325
RSD-3,R2 RES1,173.9,173.9,336800.53910284536,336800.53910284536,1742.2181723418266
RSA-3,R5 RES2,28.200000000000003,28.200000000000003,42885.57328334578,42885.57328334578,850.9967946162852
RSA-3,R5 RES2,16.45,16.45,26854.018848861757,26854.018848861757,760.833835449825
RSA-5,R9A RES2,317.25,317.25,414211.85157848767,414211.85157848767,1381.5633234050035
RSA-5,R9A RES2,68.15,68.15,89367.92723271022,89367.92723271022,2257.875790221116
RSD-1,R1 RES1,180.95000000000002,180.95000000000002,818133.1584149067,818133.1584149067,4355.659482557862
RSA-5,R10A RES2,54.050000000000004,54.050000000000004,71325.47108376524,71325.47108376524,2118.1944378741355
RSA-3,R5 RES2,18.8,18.8,27404.811638369527,27404.811638369527,695.2145371211294
RSD-3,R2 RES1,54.050000000000004,54.050000000000004,105634.09439898474,105634.09439898474,2839.9416108690193
RSA-3,R5 RES2,192.70000000000002,192.70000000000002,279016.18742601713,279016.18742601713,6872.954364018319
RSD-3,R2 RES1,7.050000000000001,7.050000000000001,16601.28830670281,16601.28830670281,7720.554970124497
CMX-3,C3 COM5,855.4,855.4,384323.7942928464,384323.7942928464,22.643017628184282
RM-1,R9 RES3,56.400000000000006,56.400000000000006,24801.376361314527,25120.251200245715,188.5717674398383
CMX-1,C1 COM1,2.35,2.35,3139.867224412923,3139.867224412923,257.1404529301566
RM-1,R10 RES3,42.300000000000004,42.300000000000004,18274.578369973016,18509.537234729814,213.49042474913338
RSA-5,R10A RES2,70.5,70.5,92393.11106351577,92393.11106351577,94.88237646328317
CMX-1,C1 COM1,2.35,2.35,2973.737167910755,2973.737167910755,285.3727561601114
RM-1,R10 RES3,42.300000000000004,42.300000000000004,18414.37576474905,18651.13202458154,244.02020579623212
RSA-2,R4 RES2,16.45,16.45,26662.994501832567,26662.994501832567,3817.7045616292344
RSA-5,R9A RES2,84.60000000000001,84.60000000000001,111694.73143553025,111694.73143553025,1347.9743269467053
RSD-1,R1 RES1,37.6,37.6,170778.84274537658,170778.84274537658,4933.517811395226
RSA-3,R5 RES2,124.55000000000001,124.55000000000001,180782.08994407405,180782.08994407405,2013.0739860157596
RSA-5,R9A RES2,56.400000000000006,56.400000000000006,76348.75870073105,76348.75870073105,1838.0980828253648
RSA-5,R9A RES2,75.2,75.2,100394.7002244466,100394.7002244466,1276.379635836641
RM-2,R12 RES4,437.1,437.1,196430.65609473633,196430.65609473633,1027.723373397039
RSA-3,R5 RES2,18.8,18.8,29168.69628751693,29168.69628751693,1709.1063438435203
RSD-3,R2 RES1,47.0,47.0,92931.66693429028,92931.66693429028,8090.688403325815
CMX-1,C1 COM1,4.7,4.7,8965.697000157686,8965.697000157686,1338.5140188788534
RM-1,R9 RES3,472.35,479.40000000000003,212409.04997079342,215140.02347041795,261.5935651546741
CMX-2,C2 COM1,9.4,9.4,3671.164813492762,3671.164813492762,320.06855392144354
CMX-2,C2 COM1,54.050000000000004,54.050000000000004,23702.973144419182,23702.973144419182,264.3603081607905
CMX-2,C2 COM1,72.85000000000001,72.85000000000001,32498.256279343826,32498.256279343826,155.17604424474118
RM-1,R9 RES3,136.3,136.3,60406.81294895053,61183.47197257991,301.1982751288738
CMX-2,C2 COM1,65.8,65.8,29507.298240148815,29507.298240148815,310.0764143204031
RM-1,R9 RES3,227.95000000000002,230.3,102149.52260460524,103462.8736095216,208.0052349342627
RM-1,R10 RES3,79.9,79.9,35396.67111992561,35851.7711771818,186.12425345071068
RSA-3,R5 RES2,39.95,39.95,58179.11225319865,58179.11225319865,1089.1555084749527
RTA-1,R5A RES3,47.0,47.0,36365.34429236612,36365.34429236612,852.1011874567348
RTA-1,R5A RES3,352.5,352.5,255157.29652377492,255157.29652377492,740.5162214592141
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2786.861067123664,2786.861067123664,1160.2664714615235
CMX-2,C2 COM1,129.25,129.25,57680.80966029889,57680.80966029889,1176.9614626791558
RSA-3,R5 RES2,77.55,77.55,111876.4108628105,111876.4108628105,946.6224643261911
RSA-5,R9A RES2,47.0,47.0,63323.32724447118,63323.32724447118,868.2424988287692
CMX-2,C2 COM1,9.4,9.4,3913.2191297778472,3913.2191297778472,1164.9988819559444
RM-1,R9 RES3,143.35,145.70000000000002,64495.61652196519,65324.84587724761,955.4829337414984
RSA-5,R10A RES2,61.1,61.1,82504.00759674255,82504.00759674255,914.4465790316693
RSA-5,R10A RES2,70.5,70.5,93839.30829107444,93839.30829107444,556.7115949247949
CMX-3,C3 COM5,39388.35,39388.35,17724449.351556297,17724449.351556297,2048.8243015809016
RM-1,R10 RES3,30.55,32.9,13586.652171704118,13761.33769962603,1135.741790604409
CMX-1,C1 COM1,2.35,2.35,2706.486828319773,2706.486828319773,1095.2802436585425
RSA-5,R10A RES2,58.75,58.75,79514.43702921172,79514.43702921172,996.9308574860319
RSA-5,R10A RES2,68.15,68.15,91566.36772708874,91566.36772708874,736.9461756091904
CMX-1,C1 COM1,2.35,2.35,4206.733115108367,4206.733115108367,372.3149878324977
RSA-5,R10A RES2,68.15,68.15,88824.10484715535,88824.10484715535,429.47677433971245
CMX-1,C1 COM1,2.35,2.35,4642.467422719705,4642.467422719705,331.9756987214672
CMX-1,C1 COM1,2.35,2.35,6732.463810424742,6732.463810424742,288.4963730688634
RSA-5,R10 RES3,79.9,237.35000000000002,106569.84903386986,106569.84903386986,2073.5734879422153
CMX-2,C2 COM1,112.80000000000001,112.80000000000001,49964.449393483956,49964.449393483956,1930.87507829968
RSA-5,R10 RES3,49.35,150.4,66910.85228350913,66910.85228350913,2037.248166069268
RSD-3,R2 RES1,199.75,199.75,385157.53704130027,385157.53704130027,3474.8868509446706
RSA-5,R10 RES3,79.9,235.0,105684.57877890964,105684.57877890964,1997.3253514833127
RM-1,R5 RES2,787.25,173.9,353730.7450619015,252664.81790135827,4545.907105469829
RSA-3,R5 RES2,143.35,143.35,206215.6412005932,206215.6412005932,3735.4676581140393
CMX-2,C2 COM1,178.6,178.6,79389.69412124065,79389.69412124065,3990.871437505587
RSA-3,R5 RES2,141.0,141.0,205725.71809954644,205725.71809954644,3998.1935681947534
CMX-2,C2 COM1,493.5,493.5,221501.55657257285,221501.55657257285,7073.036847794905
RSA-3,R5 RES2,148.05,148.05,215673.96241135756,215673.96241135756,3640.531615824356
RSA-2,R4 RES2,559.3000000000001,559.3000000000001,901623.3177941886,901623.3177941886,5255.928802537906
RSA-2,R4 RES2,364.25,364.25,586942.8795018503,586942.8795018503,5214.367967646089
CMX-4,C4 COM5,2577.9500000000003,2577.9500000000003,1159073.9198558629,1159073.9198558629,267.6368005143979
RSA-3,R5 RES2,98.7,98.7,144466.61607967457,144466.61607967457,4649.46283697854
RM-1,R9 RES3,726.15,735.5500000000001,325769.3089250618,329957.7714683841,2759.4959805066355
RSA-5,R9A RES2,119.85000000000001,119.85000000000001,156580.91213341773,156580.91213341773,3352.8493880639808
RM-1,R9 RES3,188.0,190.35,83663.34828755021,84739.01990839014,3194.870490906283
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,78001.9326202194,78001.9326202194,3828.4372939175682
RM-1,R9 RES3,498.20000000000005,502.90000000000003,223266.92200367816,226137.49671515403,864.2744335713058
RSA-5,R9A RES2,171.55,171.55,225975.4194084584,225975.4194084584,2898.746119282437
RSA-3,R5 RES2,77.55,77.55,113041.12449664171,113041.12449664171,6149.552881513805
RSD-1,R9 RES3,2.35,75.2,16588.771739792453,33604.111895751,5520.069978942133
RSA-3,R5 RES2,14.100000000000001,14.100000000000001,20688.610809007645,20688.610809007645,574.4838154827311
RSA-5,R10 RES3,63.45,188.0,83633.54107833409,83633.54107833409,2493.2794101068266
RTA-1,R5A RES3,65.8,65.8,49092.95582390594,49092.95582390594,866.891069746738
CMX-2,C2 COM1,129.25,129.25,57987.77692582528,57987.77692582528,1176.5570208280092
CMX-2,C2 COM1,9.4,9.4,3228.851367421124,3228.851367421124,1168.560706577756
RM-1,R9 RES3,274.95,277.3,123060.8426193666,124643.0534530442,1169.453022805686
CMX-2,C2 COM1,28.200000000000003,28.200000000000003,12467.605494494717,12467.605494494717,1234.2814128647774
RM-1,R9 RES3,437.1,441.8,196187.96931531918,198710.386063659,1177.236933433273
CMX-2,C2 COM1,11.75,11.75,4518.164861810983,4518.164861810983,1092.9979556508538
CMX-2,C2 COM1,39.95,39.95,17920.694300975192,17920.694300975192,1089.1555084749527
RSA-3,R5 RES2,56.400000000000006,56.400000000000006,82415.41378423275,82415.41378423275,898.516434364338
CMX-2,C2 COM1,35.25,35.25,15860.419470483894,15860.419470483894,1034.8928337129541
RM-1,R9 RES3,728.5,737.9,327218.8935438112,331425.99360366026,4628.110956111424
RM-1,R9 RES3,326.65000000000003,331.35,146730.92412114592,148617.4645741321,4258.694257725185
RSA-3,R5 RES2,1466.4,1466.4,2107267.0163220754,2107267.0163220754,4158.814281064317
RSD-3,R2 RES1,162.15,162.15,312185.2316840269,312185.2316840269,4643.665051684671
RSA-5,R10A RES2,63.45,63.45,82811.85283097991,82811.85283097991,1830.5873201732686
RSA-2,R4 RES2,470.0,470.0,756881.6581504267,756881.6581504267,2629.1130770969976
RSA-5,C2 COM1,2.35,11.75,3691.709367784725,5206.924355126552,1961.279698870508
RSD-3,R2 RES1,141.0,141.0,272190.3519812134,272190.3519812134,3456.7368103360345
RSA-5,C2 COM1,2.35,14.100000000000001,3956.539864795384,5580.451149217748,1910.8446533593444
RSA-5,C2 COM1,2.35,14.100000000000001,4126.405549109574,5820.036035415477,1841.6863556315984
I-1,L2 IND1,0.0,0.0,13681.303349319569,13681.303349319569,2644.7717752771205
RSA-2,R4 RES2,223.25,223.25,360504.73038966145,360504.73038966145,3389.824526330825
RSD-3,R2 RES1,96.35000000000001,96.35000000000001,188020.76557644186,188020.76557644186,3651.3859554855703
RSD-3,R2 RES1,54.050000000000004,54.050000000000004,104950.24379522784,104950.24379522784,3579.097190654721
RSA-5,C2 COM1,28.200000000000003,122.2,38696.69317939034,54579.25695259568,786.9571561537102
RSA-5,R10A RES2,21.150000000000002,21.150000000000002,29790.96620927241,29790.96620927241,434.5726793143668
RM-1,R10 RES3,112.80000000000001,115.15,50308.58035007939,50955.404954580416,848.4956904065999
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2645.5691199928383,2645.5691199928383,784.23523140479
RM-1,R10 RES3,155.1,157.45000000000002,68993.59044461597,69880.65089318962,733.3125719956963
RM-1,R9 RES3,108.10000000000001,110.45,48545.52471120877,49169.681457495746,497.2790188029475
CMX-2,C2 COM1,225.60000000000002,225.60000000000002,100718.35230082292,100718.35230082292,301.78851163393153
CMX-2,C2 COM1,258.5,258.5,115498.52109678977,115498.52109678977,501.84764999695614
RM-1,R9 RES3,204.45000000000002,206.8,91770.0226954339,92949.92298723235,359.05843793687217
CMX-2,C2 COM1,18.8,18.8,7483.468902646955,7483.468902646955,449.6138073780243
CMX-2,C2 COM1,688.5500000000001,688.5500000000001,309827.8338172097,309827.8338172097,322.63152807093275
CMX-3,C3 COM5,213.85,213.85,96059.8370156257,96059.8370156257,440.65568016344713
RM-1,R10 RES3,82.25,82.25,36507.02005954724,36976.396031741424,280.22782737222013
CMX-4,C4 COM5,2991.55,2991.55,1345640.6272526137,1345640.6272526137,14.725161649248603
CMX-2,C2 COM1,11.75,11.75,4446.405721540448,4446.405721540448,127.73143273624561
CMX-2,C2 COM1,72.85000000000001,72.85000000000001,31881.26377325832,31881.26377325832,518.2562589364318
RM-1,R9 RES3,314.90000000000003,319.6,141333.85353573743,143151.00308119695,519.998414711909
CMX-2,C2 COM1,79.9,79.9,34903.12314683878,34903.12314683878,352.9597538153256
RM-1,R10 RES3,61.1,61.1,26566.996634658848,26908.572305675894,444.3884312199929
CMX-2,C2 COM1,361.90000000000003,361.90000000000003,162315.8046260628,162315.8046260628,289.00845283295683
CMX-2,C2 COM1,11.75,11.75,4325.0840860879525,4325.0840860879525,578.2877385971626
CMX-4,C4 COM5,1158.55,1158.55,521279.7523682852,521279.7523682852,357.84971607992446
RSA-5,R9A RES2,112.80000000000001,112.80000000000001,147462.94644273364,147462.94644273364,1455.6571334859732
RSA-5,R10 RES3,96.35000000000001,279.65000000000003,125640.99609910004,125640.99609910004,2164.7093266370666
RSA-5,R10 RES3,82.25,239.70000000000002,107703.07282609826,107703.07282609826,2124.4288920881677
RM-1,R10 RES3,129.25,131.6,57762.47270461896,58505.13306796407,2682.7061064419613
RSA-5,R10 RES3,91.65,270.25,121055.17848251094,121055.17848251094,2080.5030129813745
CMX-1,C2 COM1,2.35,7.050000000000001,2513.707880707218,3142.1348508840224,2039.5971625765003
RSA-5,R10 RES3,82.25,244.4,109246.78501635787,109246.78501635787,2025.1514883963423
RM-1,R10 RES3,556.95,564.0,250030.42893020334,253245.10587359167,436.50497016397503
RM-1,R10 RES3,54.050000000000004,54.050000000000004,23701.94765207678,24006.686979032056,327.5745731212504
RM-1,R10 RES3,199.75,202.1,89766.94504329507,90921.09147956602,357.26396330426587
RSA-5,R10A RES2,35.25,35.25,46346.57452543232,46346.57452543232,707.7076631884443
RM-1,R10 RES3,129.25,131.6,57505.642829588935,58245.00109454081,783.4855268792229
CMX-1,C1 COM1,2.35,2.35,1982.9667219988387,1982.9667219988387,483.29243281991273
RSA-5,R10A RES2,44.65,44.65,59047.66305655569,59047.66305655569,777.4604652095599
RM-1,R10 RES3,258.5,260.85,115582.41735972624,117068.47701149416,494.65537786464836
CMX-2,C2 COM1,75.2,75.2,33114.570381232574,33114.570381232574,776.394309566085
RSA-5,R9A RES2,23.5,23.5,31111.705105319103,31111.705105319103,4604.2943373487915
RSA-3,R5 RES2,30.55,30.55,46352.056566173225,46352.056566173225,4665.095159778729
RSA-2,R4 RES2,202.1,202.1,326273.39324012405,326273.39324012405,2311.3533888274815
RSA-5,R9A RES2,122.2,122.2,161966.2647708369,161966.2647708369,4506.185513071574
RSA-5,R9A RES2,124.55000000000001,124.55000000000001,162904.00090757143,162904.00090757143,4495.744920418952
RSA-5,R10A RES2,23.5,23.5,30917.158265350095,30917.158265350095,1892.5657400691684
RSA-5,R10 RES3,101.05,296.1,133111.4814654011,133111.4814654011,444.4326039921713
RSA-5,R10A RES2,176.25,176.25,230184.64796788548,230184.64796788548,778.0520812369739
CMX-2,C2 COM1,54.050000000000004,54.050000000000004,23899.153629869405,23899.153629869405,496.72655300624234
RSA-2,R4 RES2,291.40000000000003,291.40000000000003,470893.09981629543,470893.09981629543,2490.7538896580672
RSA-5,R10 RES3,131.6,385.40000000000003,172438.48617895535,172438.48617895535,1080.6712643468231
RM-1,R10 RES3,124.55000000000001,124.55000000000001,55264.43532866863,55974.97806860866,843.248099099855
RSA-5,R10A RES2,63.45,63.45,83213.4368459633,83213.4368459633,658.6621201719538
CMX-2,C2 COM1,28.200000000000003,28.200000000000003,11808.904031960668,11808.904031960668,1853.3404807142986
RSA-5,R10A RES2,105.75,105.75,139012.2705442242,139012.2705442242,1485.0340688631618
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2907.4774494107587,2907.4774494107587,763.185422454061
RSA-5,R10A RES2,86.95,86.95,114718.05668586695,114718.05668586695,321.07350964903924
CMX-2,C2 COM1,11.75,11.75,5226.624322424361,5226.624322424361,427.4532935314105
RSA-5,R10A RES2,49.35,49.35,65620.88646811228,65620.88646811228,805.3517234861532
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2403.993448259139,2403.993448259139,753.5076791754174
RM-1,R10 RES3,152.75,155.1,67929.28980903607,68802.66639229513,689.0165923205722
CMX-1,C2 COM1,4.7,23.5,7825.7275023100865,9782.159377887607,1051.671190019569
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2143.886474244623,2143.886474244623,733.2331227418266
RSA-5,R10A RES2,70.5,70.5,93859.6313624542,93859.6313624542,1002.4110203311214
CMX-1,C1 COM1,2.35,2.35,3191.622766227225,3191.622766227225,197.99317887072507
CMX-2,C2 COM1,103.4,103.4,46150.79427372434,46150.79427372434,950.2848241310847
CMX-1,C1 COM1,2.35,2.35,2510.53269716771,2510.53269716771,184.73555702416297
CMX-1,C1 COM1,2.35,2.35,2940.0557806268084,2940.0557806268084,426.1739175469533
RM-1,R9 RES3,347.8,352.5,155691.00479956545,157692.74628984559,1377.7624601937212
CMX-2,C2 COM1,9.4,9.4,3834.534355733884,3834.534355733884,1452.4410236780075
CMX-1,C1 COM1,2.35,2.35,1825.025945832987,1825.025945832987,1170.4712936621015
CMX-2,C2 COM1,14.100000000000001,14.100000000000001,5582.307399085917,5582.307399085917,1316.297301970333
CMX-2,C2 COM1,296.1,296.1,133191.99283681976,133191.99283681976,1310.7255938164667
RSA-3,R5 RES2,89.3,89.3,128707.53799708895,128707.53799708895,1523.8802799974662
CMX-2,C2 COM1,218.55,218.55,97860.16215966304,97860.16215966304,1250.0271822759908
RM-1,R10 RES3,94.0,96.35000000000001,41794.2946341724,42331.64985089749,1311.5715691395053
RSA-3,R5 RES2,28.200000000000003,28.200000000000003,42493.87864761622,42493.87864761622,1339.0233151268167
RSA-2,R4 RES2,58.75,58.75,97480.20005104366,97480.20005104366,944.5465151539343
CMX-2,C2 COM1,11.75,11.75,4392.5560769267595,4392.5560769267595,1396.5903981642293
CMX-2,C2 COM1,300.8,300.8,134389.3999176834,134389.3999176834,1311.7381503037275
RSA-3,R5 RES2,79.9,79.9,116297.40034504767,116297.40034504767,1247.2957658315597
RSA-5,R9A RES2,23.5,23.5,31580.14920008834,31580.14920008834,1100.9921980160163
CMX-2,C2 COM1,30.55,30.55,13361.137979625682,13361.137979625682,1407.5286945799473
RM-1,R9 RES3,63.45,63.45,27714.533373112943,28070.863087910115,1126.2415040108197
CMX-2,C2 COM1,21.150000000000002,21.150000000000002,8508.300796562144,8508.300796562144,1401.3784320118423
RM-2,R12 RES4,152.75,152.75,68218.5543714496,68218.5543714496,3703.4110367245808
CMX-2,C2 COM1,291.40000000000003,291.40000000000003,130703.17302482459,130703.17302482459,462.123139191313
CMX-2,C2 COM1,291.40000000000003,291.40000000000003,130138.2125944195,130138.2125944195,473.66965818627415
RM-1,R10 RES3,188.0,190.35,83872.85850379529,84951.22382741551,685.9012505005868
RSA-5,R10A RES2,18.8,18.8,26678.486031928893,26678.486031928893,833.6388196148289
RM-1,R10 RES3,65.8,65.8,28772.452647282662,29142.38418131916,561.331985674765
CMX-2,C2 COM1,293.75,293.75,131709.03411709785,131709.03411709785,826.0113597427577
RM-1,R10 RES3,216.20000000000002,218.55,96985.6995130702,98232.65850680968,186.74152771871206
CMX-1,C1 COM1,2.35,2.35,3221.2677466868968,3221.2677466868968,304.0912875278642
RM-1,R9 RES3,44.65,44.65,19108.932152785208,19354.61842332102,239.8239038213648
RM-1,R9 RES3,47.0,47.0,20243.62056760594,20503.89568918945,207.3843906124085
CMX-2,C2 COM1,277.3,277.3,124073.50337017773,124073.50337017773,99.33321287309045
RSA-3,R5 RES2,9.4,9.4,16668.975827105114,16668.975827105114,184.22358711651626
CMX-2,C2 COM1,470.0,470.0,210661.57216313595,210661.57216313595,17.864465650939533
CMX-3,C3 COM5,371.3,371.3,166292.81915500414,166292.81915500414,21.308570132052566
RSA-5,R10A RES2,61.1,61.1,80584.79337066002,80584.79337066002,69.76498391979715
RM-1,R9 RES3,145.70000000000002,145.70000000000002,64595.90997854147,65426.428821122725,100.7603005839059
RM-1,R10 RES3,242.05,244.4,108551.10483942993,109946.76190165119,485.99606714088947
RSA-5,R9A RES2,110.45,110.45,146069.90968435357,146069.90968435357,506.146434012124
CMX-2,C2 COM1,18.8,18.8,7989.6929199916285,7989.6929199916285,437.80468283888126
RSA-5,R10A RES2,84.60000000000001,84.60000000000001,110790.43026795119,110790.43026795119,714.6032170504715
RSA-5,R9A RES2,110.45,110.45,144150.6488032583,144150.6488032583,490.52451655054824
CMX-4,R10 RES3,1539.25,298.45,692086.2752542383,133824.31886052407,117.17933123061306
RSA-5,R10A RES2,25.85,25.85,33815.52865230887,33815.52865230887,749.9312188591955
CMX-3,G2 IND3,3059.7000000000003,0.0,1376855.616569845,1147379.6804748708,377.6727971520055
RM-1,C2 COM1,110.45,157.45000000000002,49593.071348991674,70847.24478427382,624.5203327894603
CMX-2,C2 COM1,131.6,131.6,58383.288057277765,58383.288057277765,93.09085865474258
CMX-4,C4 COM5,218.55,218.55,98287.3695229181,98287.3695229181,276.63232352158394
CMX-2,C2 COM1,28.200000000000003,28.200000000000003,12093.1028817007,12093.1028817007,260.54393997943777
RM-1,R10 RES3,65.8,65.8,28706.923441335453,29076.012457009772,229.06322642710242
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2955.777619617202,2955.777619617202,205.68233227862746
RM-1,R10 RES3,35.25,35.25,15010.126621229614,15203.113963502568,266.0638748049532
CMX-4,C4 COM5,918.85,918.85,412954.51500328735,412954.51500328735,178.89597886018922
CMX-2,C2 COM1,11.75,11.75,4632.933981794348,4632.933981794348,230.71013332726363
RM-1,R9 RES3,49.35,49.35,21264.601712248474,21538.0037342631,280.46304568689516
RSA-5,R10A RES2,70.5,70.5,92842.49469924663,92842.49469924663,377.53652433186846
CMX-1,C1 COM1,2.35,2.35,2315.681796760195,2315.681796760195,376.4496830715539
CMX-1,C1 COM1,14.100000000000001,14.100000000000001,20806.05333689685,20806.05333689685,1004.5144308557948
RSA-5,R10A RES2,61.1,61.1,80661.49962894685,80661.49962894685,338.6723983212191
CMX-1,C1 COM1,11.75,11.75,18839.719728952867,18839.719728952867,6920.558405780598
RSA-3,R5 RES2,11.75,11.75,17749.283448670394,17749.283448670394,3237.5861872575074
RSA-5,R10A RES2,23.5,23.5,32694.68610130141,32694.68610130141,3338.9089390323697
RM-1,R9 RES3,75.2,77.55,33602.221642411234,34034.2502063851,1088.1153448747734
RM-4,R15 RES5,244.4,244.4,109958.74850856209,109958.74850856209,142.39517271817942
RSA-5,R10A RES2,84.60000000000001,84.60000000000001,112423.53678317444,112423.53678317444,5986.899860209988
RSA-5,R9A RES2 and REC REC,2.35,2.35,309.1159355043862,309.1159355043862,1675.2581809566216
CMX-2,C2 COM1,498.20000000000005,498.20000000000005,223225.04120611353,223225.04120611353,695.2354802541023
RSA-2,R4 RES2,173.9,173.9,280848.8960776671,280848.8960776671,6360.751051431749
RSA-3,R5 RES2,18.8,18.8,27119.500143031517,27119.500143031517,624.7642368115256
RSA-2,R4 RES2,37.6,37.6,62905.09769325212,62905.09769325212,3557.571403417705
RSA-2,R4 RES2,86.95,86.95,141140.12397166097,141140.12397166097,7331.53927210898
RSA-2,R4 RES2,79.9,79.9,132126.77155109824,132126.77155109824,6112.248003696585
ICMX,L4 IND1,608.65,608.65,273173.1667952772,273173.1667952772,2217.3526267968273
RSA-5,R9A RES2,94.0,94.0,122825.66378423892,122825.66378423892,2366.597149663434
RSA-3,R5 RES2,199.75,199.75,287049.61031021795,287049.61031021795,6754.612660552789
RSA-3,R5 RES2,35.25,35.25,53578.8190200136,53578.8190200136,486.4894330221544
RSA-3,R5 RES2,75.2,75.2,110881.29599174109,110881.29599174109,3001.6066826201613
RSA-3,R5 RES2,112.80000000000001,112.80000000000001,165100.76231743838,165100.76231743838,2511.657698792894
CMX-2,C2 COM1,846.0,846.0,380491.5564059862,380491.5564059862,6616.784398293173
CMX-1,C1 COM1,2.35,2.35,2789.287936537473,2789.287936537473,2165.271234020993
RSA-5,R9A RES2,47.0,47.0,61809.13074236929,61809.13074236929,2061.715944551747
ICMX,L4 IND1,448.85,448.85,201315.3504799306,201315.3504799306,2875.9254379397125
RSA-3,R5 RES2,150.4,150.4,217308.00343265117,217308.00343265117,7666.035036265012
RSA-5,R10A RES2,11.75,11.75,17765.50205508132,17765.50205508132,426.3767638095564
CMX-3,C3 COM5,148.05,148.05,65702.21142936952,65702.21142936952,70.55856174172429
RM-1,R10 RES3,58.75,61.1,26418.46058362831,26758.126505417826,124.35905273590328
RM-1,R9 RES3,434.75,441.8,195283.61042123922,197794.39969808375,100.7550334276071
CMX-2,C2 COM1,143.35,143.35,63866.4651360302,63866.4651360302,95.0740692323797
RM-1,R9 RES3,406.55,411.25,181948.13374594392,184287.4668941061,104.32530773846159
CMX-1,C1 COM1,2.35,2.35,4320.199376947382,4320.199376947382,118.70855884825326
CMX-3,C3 COM5,159.8,159.8,71669.1026248228,71669.1026248228,118.93146287190714
RM-1,R9 RES3,108.10000000000001,108.10000000000001,47859.03839240768,48474.368886024364,725.0602403690561
CMX-2,C2 COM1,211.5,211.5,94396.11358871727,94396.11358871727,1097.880451045989
CMX-1,C1 COM1,2.35,2.35,6528.056235280312,6528.056235280312,785.1674957380329
RTA-1,R5A RES3,155.1,155.1,113198.04411901592,113198.04411901592,787.6860305246616
CMX-2,C2 COM1,86.95,86.95,38829.41894666512,38829.41894666512,915.7455953819125
RSA-3,R5 RES2,124.55000000000001,124.55000000000001,180217.6556719964,180217.6556719964,996.3996162779086
CMX-2,C2 COM1,9.4,9.4,3408.0390732279857,3408.0390732279857,1002.417727213845
CMX-2,C2 COM1,117.5,117.5,52396.72889135672,52396.72889135672,1097.8751026441792
RTA-1,R5A RES3,141.0,141.0,103137.41824627857,103137.41824627857,676.1539819413243
RM-1,R9 RES3,390.1,397.15000000000003,175459.39125307548,177715.29771204363,1098.5896279853953
RM-1,R9 RES3,227.95000000000002,230.3,101781.86822764412,103090.49224771385,1164.8553777485845
RM-1,R9 RES3,420.65000000000003,427.7,189074.35830593642,191505.3143412985,192.4846506411559
