New Zoning,Old Zoning,New maximum residency,Old maximum residency,New maximum sqft.,Old maximum sqft.,Distance to Closest Rapid Transit (meters)
RSA-3,R5 RES2,133.95000000000002,133.95000000000002,194537.88528598967,194537.88528598967,8745.79589101551
RSD-3,R2 RES1,470.0,470.0,900512.0499710066,900512.0499710066,8241.884379396133
RSA-3,R5 RES2,98.7,98.7,142161.48838475658,142161.48838475658,4651.69122560981
RSA-2,R4 RES2,54.050000000000004,54.050000000000004,89830.23238040014,89830.23238040014,5662.402625751189
RSA-3,R5 RES2,115.15,115.15,166530.50034013536,166530.50034013536,3895.1534359434118
RSA-2,R4 RES2,70.5,70.5,114606.8185801804,114606.8185801804,4447.027772614801
CMX-2,C2 COM1,190.35,190.35,85028.326404718,85028.326404718,4339.196936408236
CMX-1,C1 COM1,39.95,39.95,59868.19348670122,59868.19348670122,5521.783280353589
RSA-3,R5 RES2,136.3,136.3,198412.74809171364,198412.74809171364,4124.8649069082785
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,80588.01844417457,80588.01844417457,3985.9147053099314
ICMX,L4 IND1,900.0500000000001,900.0500000000001,404013.5264579984,404013.5264579984,902.135287918021
RSA-5,R10A RES2,131.6,131.6,173759.75717297496,173759.75717297496,5489.785715789162
RSD-3,R2 RES1,176.25,176.25,340588.57552385813,340588.57552385813,3258.5464634006507
CMX-2,C2 COM1,159.8,159.8,70942.90159767633,70942.90159767633,631.2108012861693
RSA-5,R5 RES2,23.5,14.100000000000001,31611.953885344614,22293.338424079415,4899.628614847811
RSA-3,R5 RES2,84.60000000000001,84.60000000000001,124362.76222113325,124362.76222113325,1923.5399707441204
RSA-5,R10A RES2,42.300000000000004,42.300000000000004,55583.453784124766,55583.453784124766,5249.3579929459665
RSA-5,R9A RES2,162.15,162.15,212906.78257637948,212906.78257637948,1265.6457744332165
RSA-1,R3 RES2,39.95,39.95,79432.62922152733,79432.62922152733,2854.645497411985
RSA-5,R9A RES2,21.150000000000002,21.150000000000002,28816.957983252738,28816.957983252738,5099.631014372997
RSA-5,R9A RES2,84.60000000000001,84.60000000000001,111077.74075588715,111077.74075588715,1240.026233827574
I-2,G2 IND3,0.0,0.0,108242.08236886913,108242.08236886913,1326.14222072746
RSA-5,R10A RES2,32.9,32.9,45236.47591025581,45236.47591025581,280.0868947593316
RSA-5,R10 RES3,37.6,110.45,49370.939187594304,49370.939187594304,438.4175860770399
RSD-3,R2 RES1,143.35,143.35,277890.2266582864,277890.2266582864,11778.503619208419
RSA-2,R4 RES2,907.1,907.1,1462751.7981759093,1462751.7981759093,11152.204117472596
RM-1,R9 RES3,404.2,408.90000000000003,181565.59847310226,183900.0133106136,802.8600400648179
RSA-3,R5 RES2,61.1,61.1,89129.91207000831,89129.91207000831,3621.8154574209607
RSA-5,R9A RES2,152.75,152.75,199089.28126119793,199089.28126119793,694.5421233169617
RSA-5,R10A RES2,35.25,35.25,48143.061279493515,48143.061279493515,1827.965635453125
CMX-2,C2 COM1,63.45,63.45,28113.349171577604,28113.349171577604,2573.9903047054054
RSA-5,R10 RES3,77.55,227.95000000000002,102249.42358530604,102249.42358530604,2352.4333841872835
RSA-3,R5 RES2,91.65,91.65,133588.71075644065,133588.71075644065,2029.8828252736278
RSA-3,R5 RES2,101.05,101.05,145675.2587830513,145675.2587830513,4285.238384783318
RM-1,R9 RES3,77.55,77.55,34313.316742742645,34754.48795800649,1061.410145542317
RSA-1,R3 RES2,65.8,65.8,130006.91070920585,130006.91070920585,3019.5663365398905
RM-1,R9 RES3,411.25,418.3,184914.18816728357,187291.65630086296,2844.955441138703
RSA-5,R9A RES2,94.0,94.0,122531.40160171046,122531.40160171046,945.1234575488082
CMX-2,C2 COM1,56.400000000000006,56.400000000000006,24417.806350197676,24417.806350197676,4507.448914079314
RSA-3,R5 RES2,25.85,25.85,39969.32923683582,39969.32923683582,3442.9572619200258
RM-1,R9 RES3,239.70000000000002,244.4,107750.27905254444,109135.63978322005,1459.5854698382661
I-2,G2 IND3,0.0,0.0,819198.8477860533,819198.8477860533,2313.1349811657124
RSA-3,R5 RES2,188.0,188.0,272789.7123464819,272789.7123464819,4440.479318899897
RSA-5,R9 RES3,126.9,371.3,166655.1225708309,166655.1225708309,648.3195505189709
CMX-2,C3 COM5,164.5,326.65000000000003,73170.951953196,146341.903906392,229.84311893792622
RM-1,R9 RES3,517.0,524.0500000000001,232471.35418696352,235460.27159793882,237.77244432927785
CMX-1,C1 COM1,2.35,2.35,2550.1457429982975,2550.1457429982975,339.0097002998918
CMX-2,G2 IND3,507.6,0.0,227826.733532588,379711.2225543133,506.84038531472385
RSA-5,R9 RES3,91.65,270.25,120945.90711397881,120945.90711397881,333.77477916094
I-2,G2 IND3,0.0,0.0,400993.2396484079,400993.2396484079,1218.9813021223865
CMX-2,G2 IND3,138.65,0.0,62140.29118036525,103567.15196727542,461.40670293834967
I-2,G2 IND3,0.0,0.0,3080189.6682832483,3080189.6682832483,563.7427288739211
RSA-5,R10A RES2,7.050000000000001,7.050000000000001,9800.18912471675,9800.18912471675,1340.210071616202
RSA-5,R9A RES2,14.100000000000001,14.100000000000001,20910.343616648028,20910.343616648028,318.85243767543534
CMX-1,C1 COM1,2.35,2.35,3218.778433462492,3218.778433462492,356.2766055856752
RSA-5,R10A RES2,65.8,65.8,88326.05883081732,88326.05883081732,944.572953616283
RSA-5,R10A RES2,42.300000000000004,42.300000000000004,55997.87703827124,55997.87703827124,356.25950985162314
RSA-5,R10A RES2,192.70000000000002,192.70000000000002,252553.92355901122,252553.92355901122,1090.6504066655655
I-2,G2 IND3,0.0,0.0,898153.3137001235,898153.3137001235,1133.1376704460738
RM-1,R10 RES3,119.85000000000001,119.85000000000001,53191.919201913486,53875.8153059381,1333.8550491330668
CMX-2,C2 COM1,138.65,138.65,61770.74161879303,61770.74161879303,1383.9646949264638
RM-1,R10 RES3,96.35000000000001,96.35000000000001,42405.72844088696,42950.94494941266,1376.1866703032324
RM-1,R10 RES3,284.35,286.7,127150.13780965516,128784.9252957793,603.2264172458868
I-2,G2 IND3,0.0,0.0,117548.65738047456,117548.65738047456,1287.798209240963
RM-1,R10 RES3,79.9,79.9,35315.453634897174,35769.50946734586,1571.7346682678447
CMX-3,C3 COM5,1459.3500000000001,1459.3500000000001,656001.3043866828,656001.3043866828,208.6155008405709
RM-1,R10 RES3,150.4,152.75,67411.48380012595,68278.20287755615,1259.9120509609393
RSA-5,R10 RES3,7.050000000000001,28.200000000000003,12015.64759795217,12015.64759795217,327.1264077193257
RM-1,R10 RES3,133.95000000000002,136.3,59563.91727108176,60329.7390645671,1229.9025711539143
ICMX,G2 IND3,378.35,0.0,170157.45453476053,170157.45453476053,461.46007202702117
CMX-2,C2 COM1,18.8,18.8,8063.148977415882,8063.148977415882,1539.0405311557315
RSA-5,C2 COM1,11.75,56.400000000000006,17899.347536747784,25245.90625775428,1235.7692855030837
I-2,G2 IND3,0.0,0.0,379210.553982652,379210.553982652,2091.2694678157773
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2760.7926075683376,2760.7926075683376,642.2984814991182
RSA-5,R9A RES2,164.5,164.5,216575.51570759385,216575.51570759385,1986.537426514975
RSA-5,R9A RES2,96.35000000000001,96.35000000000001,126866.20606822093,126866.20606822093,4592.021954084512
RSA-2,R4 RES2,30.55,30.55,50662.14967908978,50662.14967908978,3728.347171241808
CMX-2,C2 COM1,56.400000000000006,56.400000000000006,24830.989665283276,24830.989665283276,1386.1209020224924
CMX-2,C2 COM1,272.6,272.6,122203.74388766456,122203.74388766456,4303.059141441873
CMX-2,C2 COM1,171.55,171.55,76789.35587862671,76789.35587862671,721.5543352541698
RSA-5,R9A RES2,77.55,77.55,103051.65346789837,103051.65346789837,724.7032163463101
CMX-2,C2 COM1,32.9,32.9,14164.158254415297,14164.158254415297,1434.3352275504365
RSA-5,R9A RES2,39.95,39.95,52907.79349403035,52907.79349403035,2567.436054066397
RSD-3,R2 RES1,28.200000000000003,28.200000000000003,57653.59553908683,57653.59553908683,7944.5293126953065
RM-1,R9 RES3,324.3,329.0,145625.87751277327,147498.2102236518,1201.0498177095553
CMX-2,C2 COM1,462.95000000000005,462.95000000000005,207446.67249101732,207446.67249101732,635.6118386695391
RSA-5,R10A RES2,49.35,49.35,64495.477677620365,64495.477677620365,889.3129532577813
CMX-2,C2 COM1,11.75,11.75,4949.089992864678,4949.089992864678,990.253927557233
CMX-2,C2 COM1,9.4,9.4,3461.969185542106,3461.969185542106,981.0204934596948
RM-1,R10 RES3,131.6,133.95000000000002,58894.06604753305,59651.2754681442,805.2677676401551
RSD-3,R2 RES1,37.6,37.6,74111.24430985082,74111.24430985082,4144.865692114567
CMX-2,C2 COM1,30.55,30.55,13460.29362760463,13460.29362760463,1496.9131091859135
CMX-2,C2 COM1,9.4,9.4,3189.4475484759523,3189.4475484759523,1678.0018684810063
RM-3,R14 RES5,331.35,331.35,148492.8525519926,148492.8525519926,3955.349799897167
RSA-1,R3 RES2,96.35000000000001,96.35000000000001,186412.25010299394,186412.25010299394,3428.864435278085
RSA-2,R4 RES2,32.9,32.9,55515.342165100345,55515.342165100345,8388.914687537354
CMX-2,C2 COM1,801.35,801.35,360361.1924852424,360361.1924852424,1862.815457965614
RSA-3,R5 RES2,75.2,75.2,110574.66357091466,110574.66357091466,6384.123497996546
CMX-2,C2 COM1,202.1,202.1,90895.23171064029,90895.23171064029,630.3174389998424
RSA-5,R9A RES2,103.4,103.4,136655.8730291338,136655.8730291338,643.7671578258396
CMX-2,C2 COM1,9.4,9.4,4132.579646395014,4132.579646395014,1718.4258877925954
CMX-2,C2 COM1,331.35,331.35,148687.5191147965,148687.5191147965,3175.746065103435
RSA-5,R9A RES2,79.9,79.9,105762.9182634411,105762.9182634411,2310.964570938042
RSA-3,R5 RES2,101.05,101.05,148496.10573029573,148496.10573029573,3741.649553759166
RSA-5,R9A RES2,39.95,39.95,53943.171038171524,53943.171038171524,703.2884255547517
RM-1,R9 RES3,451.20000000000005,458.25,202750.34568719537,205357.13584603078,1100.3651033255092
RM-1,R9 RES3,51.7,51.7,22216.2561239533,22501.893702689846,2522.7315938002853
RSA-5,R10A RES2,61.1,61.1,81806.19364354845,81806.19364354845,2017.3595887001106
CMX-1,C1 COM1,2.35,2.35,1859.8232092395178,1859.8232092395178,2018.990340341031
CMX-1,C1 COM1,2.35,2.35,1941.6979961390282,1941.6979961390282,1990.776281674774
RSA-5,R10A RES2,65.8,65.8,88485.81760052593,88485.81760052593,1972.3263465770467
RSA-5,R10A RES2,72.85000000000001,72.85000000000001,95648.00026042727,95648.00026042727,1921.6379853793758
CMX-1,C1 COM1,2.35,2.35,2129.4077897173265,2129.4077897173265,1923.130127740049
CMX-1,C1 COM1,2.35,2.35,4162.010076294995,4162.010076294995,1748.47946837729
CMX-1,C1 COM1,2.35,2.35,4182.074603698222,4182.074603698222,1881.7390017108114
RSA-5,R10A RES2,65.8,65.8,88800.56749669023,88800.56749669023,1879.8743055926575
RSA-5,R10A RES2,70.5,70.5,93337.84758630425,93337.84758630425,1836.4594090942774
CMX-1,C1 COM1,2.35,2.35,2204.398627320111,2204.398627320111,1837.7859923075491
RSA-5,R10A RES2,70.5,70.5,93365.67961415174,93365.67961415174,1786.7926838433343
CMX-1,C1 COM1,2.35,2.35,2147.179193307249,2147.179193307249,1788.7019233632498
RSA-5,R10A RES2,61.1,61.1,80125.64002110856,80125.64002110856,1748.849951706095
CMX-1,C1 COM1,2.35,2.35,1785.518640363563,1785.518640363563,1750.7840244674708
RSA-5,R10A RES2,72.85000000000001,72.85000000000001,96985.0849945635,96985.0849945635,1702.0247358993568
I-3,LR IND4,0.0,0.0,14648115.55461565,14648115.55461565,2680.1578468345833
RSA-5,R10A RES2,75.2,75.2,98797.78921838917,98797.78921838917,416.8537442142453
CMX-2,C2 COM1,51.7,51.7,22673.938367611525,22673.938367611525,577.4876854017754
CMX-2,C2 COM1,32.9,32.9,14104.585738951151,14104.585738951151,216.4625920449869
RSA-5,R10A RES2,51.7,51.7,67726.79554700715,67726.79554700715,855.0100472350603
RM-1,R10 RES3,35.25,37.6,15735.806915866342,15938.124433356053,819.3105098580584
RSA-5,R10A RES2,126.9,126.9,167821.25734592794,167821.25734592794,1692.8560359087192
I-2,G2 IND3,0.0,0.0,27865.626497151636,27865.626497151636,341.9032515393521
CMX-1,C2 COM1,2.35,11.75,3407.3903312614675,4259.2379140768335,990.6548433391971
CMX-2,C2 COM1,9.4,9.4,3202.9336995477015,3202.9336995477015,259.9570716922932
RSA-5,R10A RES2,84.60000000000001,84.60000000000001,112353.19463761538,112353.19463761538,1780.391759825858
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2202.076533052624,2202.076533052624,616.8073389340148
CMX-2,C2 COM1,68.15,68.15,29708.391522427835,29708.391522427835,1556.536877697356
CMX-1,C1 COM1,2.35,2.35,3875.570592613892,3875.570592613892,1744.1823724370429
I-2,G2 IND3,0.0,0.0,321947.85361672984,321947.85361672984,739.2417142032208
CMX-2,C2 COM1,197.4,197.4,88810.98924851675,88810.98924851675,806.3882965265977
RSA-5,R9A RES2,141.0,141.0,185977.855184954,185977.855184954,4188.982791983548
RSA-5,R9A RES2,293.75,293.75,384781.54859022464,384781.54859022464,4007.162578155367
RSA-5,R9A RES2,112.80000000000001,112.80000000000001,149102.17886208635,149102.17886208635,3966.5729877413924
CMX-2,C2 COM1,42.300000000000004,42.300000000000004,18832.40724861205,18832.40724861205,70.13638318082639
CMX-2,C2 COM1,674.45,674.45,303132.82696458924,303132.82696458924,763.9766939055468
RM-1,R9 RES3,79.9,82.25,35538.64558052024,35995.571023698365,917.948701229979
RM-2,R12 RES4,18.8,18.8,7794.390459668892,7794.390459668892,448.3966622894072
RSA-5,R10A RES2,11.75,11.75,16823.143078689816,16823.143078689816,566.5808414000991
RM-1,R9 RES3,138.65,138.65,61557.66761756295,62349.12334407448,916.5103873000329
RM-1,R10 RES3,51.7,51.7,22489.222901122517,22778.370052708386,831.1884355653045
RSA-5,R9A RES2,115.15,115.15,151475.01777172278,151475.01777172278,712.340254577048
RM-2,R12 RES4,204.45000000000002,204.45000000000002,91633.28734120583,91633.28734120583,410.7749483130013
CMX-2,C2 COM1,96.35000000000001,96.35000000000001,42456.51553951284,42456.51553951284,571.5642670989458
CMX-2,C2 COM1,11.75,11.75,4240.332903576488,4240.332903576488,651.2588119915265
RM-1,R18 RES5,197.4,126.9,88278.21438138121,56750.28067374507,655.9344883783602
RSA-5,R9A RES2,260.85,260.85,340885.7332571484,340885.7332571484,1435.550644930324
RSA-5,R9A RES2,30.55,30.55,40276.90848981725,40276.90848981725,641.0822040692517
RSD-3,R2 RES1,1243.15,1243.15,2383337.545507947,2383337.545507947,3725.312070367973
RTA-1,R5A RES3,51.7,51.7,38444.41454852065,38444.41454852065,1397.9816851209098
RM-2,R12 RES4,378.35,378.35,170149.2685305156,170149.2685305156,3117.427408752145
RSA-3,R5 RES2,25.85,25.85,38527.85319266204,38527.85319266204,2020.4716145244747
RSA-5,R10A RES2,32.9,32.9,43634.95164385293,43634.95164385293,2230.269467933488
RM-1,R9 RES3,28.200000000000003,28.200000000000003,11845.843949475537,11998.147657397367,691.1105473942534
CMX-2,C2 COM1,56.400000000000006,56.400000000000006,24488.040594841248,24488.040594841248,4382.431255369111
RSA-3,R5 RES2,63.45,63.45,94025.56742572394,94025.56742572394,1975.2298968064827
RM-2,R12 RES4,110.45,110.45,49095.329182298025,49095.329182298025,2239.0196331436946
RSA-2,R4 RES2,14.100000000000001,14.100000000000001,24396.105752896445,24396.105752896445,1724.7210284690448
RSA-5,R10A RES2,25.85,25.85,33693.11836160446,33693.11836160446,1717.3670886764817
CMX-2,C2 COM1,18.8,18.8,7794.895757327475,7794.895757327475,863.0295495775749
CMX-2,C2 COM1,11.75,11.75,4823.2841480025,4823.2841480025,979.2874817014168
RM-1,R10 RES3,164.5,166.85,73838.01068784503,74787.3565395459,933.9064839911695
CMX-1,C1 COM1,2.35,2.35,4150.842123379327,4150.842123379327,368.5388288367889
CMX-2,C2 COM1,150.4,150.4,67205.34412823983,67205.34412823983,915.1304511605468
RSA-5,R10A RES2,32.9,32.9,45527.13921368405,45527.13921368405,357.30685965486197
RM-1,R9 RES3,126.9,129.25,56957.09236240566,57689.3978356366,790.9387245405819
RM-2,R13 RES4,150.4,319.6,66725.35941059397,142982.91302270137,700.0683943209846
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2977.993895791393,2977.993895791393,898.2494799387023
RSA-5,R9A RES2,150.4,150.4,196302.96218220732,196302.96218220732,3913.1566835578974
RSA-3,R5 RES2,124.55000000000001,124.55000000000001,180718.6599102153,180718.6599102153,6590.874515426434
RSA-5,R9A RES2,89.3,89.3,118463.26730084611,118463.26730084611,6090.206433943901
RSA-5,R9A RES2,235.0,235.0,309210.6832169569,309210.6832169569,3928.411535469124
RSD-3,R2 RES1,25.85,25.85,50200.9411891269,50200.9411891269,5255.064977847052
RSA-3,R5 RES2,89.3,89.3,128590.44520888204,128590.44520888204,4424.453021132262
RSD-3,R2 RES1,289.05,289.05,554454.677768297,554454.677768297,8256.399579732986
RSD-3,R2 RES1,190.35,190.35,367768.7704522316,367768.7704522316,6702.861109855317
RSA-3,R5 RES2,44.65,44.65,67461.47410765666,67461.47410765666,4537.140477530358
RM-2,R12 RES4,603.95,603.95,270812.41987130424,270812.41987130424,5365.04368522866
CMX-2,C2 COM1,272.6,272.6,121745.2050413265,121745.2050413265,3401.3172326712106
RSA-3,R5 RES2,79.9,79.9,116699.96804951408,116699.96804951408,6011.913974879508
RSD-3,R2 RES1,173.9,173.9,335276.3297189154,335276.3297189154,6290.743813920051
CMX-2,C2 COM1,155.1,155.1,69176.06512644546,69176.06512644546,3750.5461759322015
RSA-3,R5 RES2,115.15,115.15,167740.5016827085,167740.5016827085,5024.578245032313
RSA-3,R5 RES2,42.300000000000004,42.300000000000004,63659.72665414209,63659.72665414209,5789.6979350937945
CMX-2,C2 COM1,197.4,197.4,88019.02204721143,88019.02204721143,3764.6750198473023
RSA-3,R5 RES2,89.3,89.3,129313.59311478407,129313.59311478407,4369.056906526527
RSD-3,R2 RES1,96.35000000000001,96.35000000000001,184856.86858203253,184856.86858203253,6507.593577518603
RSA-5,R9A RES2,303.15000000000003,303.15000000000003,395658.7410677263,395658.7410677263,3775.252107717099
RSA-5,R9A RES2,86.95,86.95,116195.37846263149,116195.37846263149,1385.4855714056796
RSA-5,R10A RES2,129.25,129.25,168788.75191230146,168788.75191230146,5445.605834955114
RSA-5,R9A RES2,61.1,61.1,82401.88764812624,82401.88764812624,794.2268370209999
RSA-5,R10A RES2,51.7,51.7,69374.41883184691,69374.41883184691,1265.22795121451
RSA-5,R10A RES2,14.100000000000001,14.100000000000001,19573.24270549539,19573.24270549539,5706.745914285286
RSA-5,R9A RES2,35.25,35.25,48568.26338173768,48568.26338173768,613.0636652638872
RSA-5,R9A RES2,70.5,70.5,93940.57524968512,93940.57524968512,5650.965170701344
CMX-3,C3 COM5,989.35,989.35,444523.00309109024,444523.00309109024,928.740099353894
RSA-5,R9A RES2,39.95,39.95,52203.68410066432,52203.68410066432,580.9316733480105
RSA-5,R9A RES2,37.6,37.6,51984.91123727404,51984.91123727404,554.6140861970152
RSA-2,R4 RES2,119.85000000000001,119.85000000000001,196111.0135249639,196111.0135249639,11663.615440446716
RSD-3,R2 RES1,68.15,68.15,134026.56818116596,134026.56818116596,12824.164871424076
RSD-2,R1A  ,14.100000000000001,14.100000000000001,51009.81803744096,51009.81803744096,12330.651083413277
RSD-2,R1A  ,9.4,9.4,37803.36783679787,37803.36783679787,12927.329431777845
CMX-1,C1 COM1,11.75,11.75,18269.118444083448,18269.118444083448,12859.415636718342
RSD-2,R1A  ,2.35,2.35,10562.182415890251,10562.182415890251,12851.798682798308
RSA-2,R4 RES2,56.400000000000006,56.400000000000006,94485.47148760062,94485.47148760062,11631.607270710947
CMX-2,C2 COM1,11.75,11.75,4255.07722677825,4255.07722677825,949.9955384358154
RM-2,R13 RES4,58.75,124.55000000000001,26083.532094971775,55893.2830606538,843.9540334791966
CMX-2,C2 COM1,9.4,9.4,3395.8671267351087,3395.8671267351087,983.7908404209747
CMX-2,C2 COM1,11.75,11.75,4520.608807597514,4520.608807597514,793.822142744203
CMX-2,C2 COM1,70.5,70.5,31472.2730585667,31472.2730585667,2529.7800314528827
RSA-5,R10 RES3,77.55,227.95000000000002,101689.54796537044,101689.54796537044,2216.211629708161
RSA-5,R10 RES3,21.150000000000002,63.45,28355.37479112044,28355.37479112044,2485.9902537500625
RSA-5,R10 RES3,42.300000000000004,129.25,57160.565688390976,57160.565688390976,2162.8082259947246
RSD-3,R2 RES1,70.5,70.5,136355.3164323009,136355.3164323009,3414.923176733664
RSA-5,R10A RES2,9.4,9.4,14228.248318394693,14228.248318394693,1821.543476826471
CMX-2,R13 RES4,129.25,65.8,57276.146562578375,28638.073281289184,2078.4110623309252
RSA-5,R10 RES3,51.7,152.75,67709.37913543885,67709.37913543885,2350.2915589294516
RSA-5,R9A RES2,103.4,103.4,137759.2226452462,137759.2226452462,3181.056652836276
CMX-2,C2 COM1,136.3,136.3,61072.8338740931,61072.8338740931,4597.53583989871
RSA-5,R9A RES2,235.0,235.0,308414.1411967495,308414.1411967495,3867.259920286986
RSA-5,R9A RES2,70.5,70.5,94055.22953528982,94055.22953528982,3433.7366138708103
RSA-3,R5 RES2,79.9,79.9,116644.9910953577,116644.9910953577,4429.221124428842
RSA-3,R5 RES2,68.15,68.15,97965.63396028096,97965.63396028096,4245.774996262254
RSA-5,R9A RES2,159.8,159.8,211038.41121105134,211038.41121105134,3131.924714476498
RSD-3,R2 RES1,115.15,115.15,223680.57903698934,223680.57903698934,5949.124291821659
RSA-5,R9A RES2,117.5,117.5,154147.68931026972,154147.68931026972,3234.221835498947
RSA-3,R5 RES2,129.25,129.25,187213.42031166033,187213.42031166033,3456.839768990063
RSD-3,R2 RES1,23.5,23.5,46566.36090389888,46566.36090389888,5976.61450157167
RSA-5,R9A RES2,152.75,152.75,202139.9001433134,202139.9001433134,3085.489058808686
RSA-5,R9 RES3,79.9,237.35000000000002,105858.47067628463,105858.47067628463,329.3812116286071
RSA-5,R9A RES2,223.25,223.25,291517.7242125429,291517.7242125429,4686.408009548158
RSA-5,R9A RES2,141.0,141.0,184581.7334314674,184581.7334314674,1939.787666899438
RSA-5,R10A RES2,56.400000000000006,56.400000000000006,75966.4640180781,75966.4640180781,5280.289917825773
CMX-2,C2 COM1,117.5,117.5,52854.806518482255,52854.806518482255,684.1576811652509
CMX-1,C2 COM1,21.150000000000002,89.3,32102.6757723967,40128.34471549587,5119.227036213975
RSA-1,R3 RES2,136.3,136.3,265457.16597866116,265457.16597866116,2718.3799945467626
CMX-1,C1 COM1,9.4,9.4,16689.856287541887,16689.856287541887,5430.506910576284
RSA-5,R9A RES2,28.200000000000003,28.200000000000003,39228.49279249548,39228.49279249548,5127.806566786607
RSA-5,R9A RES2,136.3,136.3,178173.49172620353,178173.49172620353,697.4275806100425
RSA-5,R10A RES2,65.8,65.8,86484.88248457715,86484.88248457715,5314.486594777304
CMX-2,C2 COM1,11.75,11.75,4587.167864657104,4587.167864657104,954.1127371549593
RM-1,R9 RES3,126.9,129.25,56395.901471306905,57120.99163308085,1210.8297409659135
CMX-2,C2 COM1,32.9,32.9,14307.874539414614,14307.874539414614,1551.2293983832374
CMX-2,C2 COM1,30.55,30.55,13015.143249278759,13015.143249278759,501.82990555871413
RM-1,R10 RES3,108.10000000000001,108.10000000000001,47724.34707798153,48337.94582612702,1018.0247406797439
RSA-5,R9A RES2,249.10000000000002,249.10000000000002,327340.64225252025,327340.64225252025,2377.441502205569
RSA-5,R9A RES2,180.95000000000002,180.95000000000002,236801.52497274376,236801.52497274376,374.11889901486546
CMX-2,C2 COM1,25.85,25.85,11014.765551262437,11014.765551262437,852.3853790851731
RSA-3,R5 RES2,272.6,272.6,391820.26707732014,391820.26707732014,6695.628279208164
CMX-2,C2 COM1,284.35,284.35,126904.90098822647,126904.90098822647,891.7936588214133
RM-1,R10 RES3,251.45000000000002,256.15000000000003,113066.68294025812,114520.39743520432,1193.6458733880977
RM-1,R9 RES3,578.1,585.15,259439.27379583946,262774.92160178605,591.4766233715313
RSA-5,R10A RES2,7.050000000000001,7.050000000000001,11838.142447968818,11838.142447968818,928.592811816472
CMX-2,C2 COM1,51.7,51.7,22917.300356668613,22917.300356668613,1040.4773795512133
RM-1,R10 RES3,61.1,61.1,26552.315382656285,26893.70229471901,1269.1760875968816
RSA-5,R9A RES2,77.55,77.55,103038.90745942909,103038.90745942909,882.1513984101932
RM-1,R10 RES3,35.25,35.25,15268.84436381514,15465.158077064194,1435.5718908656788
CMX-2,C2 COM1,18.8,18.8,8444.16890595535,8444.16890595535,737.2319502464935
RM-1,R10 RES3,70.5,72.85000000000001,31515.02407703363,31920.21724373835,1050.1515618743622
RM-1,R9 RES3,526.4,531.1,235910.56450645122,238943.7003358199,590.2154403476277
CMX-1,C1 COM1,2.35,2.35,4287.196816772903,4287.196816772903,1055.076242924441
RSA-5,R9A RES2,171.55,171.55,223975.7220500686,223975.7220500686,3514.8151153339627
RSA-5,R9A RES2,115.15,115.15,153124.76830057782,153124.76830057782,1883.5433056891286
RSA-5,R9A RES2,126.9,126.9,166116.95937863103,166116.95937863103,1860.7699004986969
RM-1,R10 RES3,620.4,627.45,278765.58160854573,282349.7105149414,2217.0154421223283
RSA-5,R9A RES2,124.55000000000001,124.55000000000001,162596.41539891483,162596.41539891483,1837.758926352711
RSA-5,R9A RES2,133.95000000000002,133.95000000000002,175569.74762641586,175569.74762641586,1810.1314991198192
RSA-5,R9A RES2,173.9,173.9,228829.87809122467,228829.87809122467,1975.0763897323325
CMX-1,C1 COM1,4.7,4.7,7096.500329959099,7096.500329959099,1872.0279297749391
RSA-3,R5 RES2,124.55000000000001,124.55000000000001,182126.6571026818,182126.6571026818,4480.899178574386
RSA-3,R5 RES2,30.55,30.55,45108.251855895105,45108.251855895105,3869.4783515396593
RSA-5,R9A RES2,145.70000000000002,145.70000000000002,192500.71483290358,192500.71483290358,1749.0376021481459
RSA-5,R9A RES2,35.25,35.25,46835.90636848225,46835.90636848225,1598.1630549496842
RSA-5,R9A RES2,242.05,242.05,316791.82446663076,316791.82446663076,1875.2334306115554
RSA-5,R9A RES2,145.70000000000002,145.70000000000002,190032.47075449023,190032.47075449023,3209.5781959478168
RSA-3,R5 RES2,42.300000000000004,42.300000000000004,63090.259343895304,63090.259343895304,4085.6131298125842
RSA-5,R9A RES2,89.3,89.3,119404.0123392937,119404.0123392937,4550.200072982065
CMX-2,C2 COM1,54.050000000000004,54.050000000000004,24290.85578413073,24290.85578413073,1821.2967912277106
RSA-3,R5 RES2,23.5,23.5,33763.850857418896,33763.850857418896,4839.462874280132
CMX-1,C1 COM1,11.75,11.75,18372.876328499326,18372.876328499326,3935.3174283771955
CMX-2,C2 COM1,256.15000000000003,256.15000000000003,115159.31076882087,115159.31076882087,3840.183214080481
RM-1,R9 RES3,47.0,49.35,20916.027959429928,21184.94831890832,4320.7120628171015
RSA-2,R4 RES2,68.15,68.15,111214.81714122501,111214.81714122501,4023.732208830109
CMX-2,C2 COM1,514.65,514.65,230762.0359535483,230762.0359535483,4516.968070387541
RSA-5,R9A RES2,23.5,23.5,33298.53766025927,33298.53766025927,1828.152654120405
RM-1,R9 RES3,752.0,761.4,337404.4386110684,341742.4956789251,695.1977940255769
RSA-3,R5 RES2,108.10000000000001,108.10000000000001,156549.8153568355,156549.8153568355,2788.99995280022
RM-1,R9 RES3,470.0,477.05,211314.26818664494,214031.1659204733,1005.3079367825136
